wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q101427308,Monsieur Matar BA,Matar Bâ,male,1950-01-01,7,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927761,Ministre des Sports,Q101427308-2001953B-D4DD-480D-A0B3-04AA3671C404
Q101437800,Monsieur Antoine Félix Abdoulaye DIOME,Antoine Félix Abdoulaye Diome,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q98730157,Ministre de l’Intérieur,Q101437800-521a70a4-4407-5c67-4e77-0ee28d393e6f
Q101852737,Monsieur Malick SALL,Malick Sall,,1956-04-02,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927216,"Garde des Sceaux, Ministre de la Justice",Q101852737-C08F68C5-81CB-46B9-A884-E89A37FE1011
Q102230968,Monsieur Moussa BALDE,Moussa Baldé,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q72245534,Ministre de l’Agriculture et de l’Equipement Rural,Q102230968-4583ba6a-4423-eaa8-0a42-69bd7d7e7acc
Q106648177,Monsieur Amadou HOTT,Amadou Hott,male,1972-10-25,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927539,"Ministre de l’Economie, du Plan et de la Coopération",Q106648177-D9776ACB-FAD0-4EAA-8433-4DED14066F9F
Q108572690,Monsieur Mamadou TALLA,Mamadou Talla,male,1961-06-18,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927612,Ministre de l’Education nationale,Q108572690-AE494E58-D72C-46D7-9909-52057A7E608C
Q109773220,Madame Ndèye Saly DIOP DIENG,Ndèye Saly Diop Dieng,female,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927561,"Ministre de la Femme, de la Famille, du Genre et de la Protection des Enfants",Q109773220-F8E18E3E-2C98-499B-AD28-9C30E20A08DA
Q109927566,Monsieur Oumar SARR,Oumar Sarr,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927567,Ministre des Mines et de la Géologie,Q109927566-61B09D8D-DD06-446A-8902-DB2DAB91D5F7
Q109927637,Monsieur Cheikh Oumar ANNE,Cheikh Oumar Anne,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927638,"Ministre de l’Enseignement supérieur, de la Recherche et de l’Innovation",Q109927637-18804338-4F2C-4A8D-9D6E-07BBE51ABA65
Q109927648,Madame Sophie GLADIMA,Sophie Gladima,female,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927649,Ministre du Pétrole et des Energies,Q109927648-2B72D287-0C06-43BE-ADFE-4FF084B79C2A
Q109927666,Monsieur Samba Ndiobene KA,Samba Ndiobène Ka,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927668,"Ministre du Développement communautaire, de l'Equité sociale et territoriale",Q109927666-7252105B-806D-4B29-8702-EA85D69BD295
Q109927689,Monsieur Moustapha DIOP,Moustapha Diop,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927690,Ministre du Développement industriel et des Petites et Moyennes industries,Q109927689-D433721F-855B-4A0E-A4A4-EA4AB27E493C
Q109927704,Monsieur Alioune NDOYE,Alioune Ndoye,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927706,Ministre des Pêches et de l’Economie maritime,Q109927704-DAB4790A-1918-463C-B4B2-D3A3A14BC9D2
Q109927728,Monsieur SAMBA SY,Samba Sy,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927730,"Ministre du Travail, du Dialogue social et des relations avec les Institutions",Q109927728-24751AAC-845C-488E-BF95-640BDC7BFA92
Q109927743,Monsieur Abdou Karim SALL,Abdou Karim Sall,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927745,Ministre de l’Environnement et du Développement durable,Q109927743-4E5C6DA6-9CE4-4D42-B17F-8256172FC3CF
Q109927854,Madame Aminata Assome DIATTA,Aminata Assome Diatta,female,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927856,Ministre du Commerce et des Petites et Moyennes entreprises,Q109927854-28A4CCC9-8AA2-4149-BA48-3CB66C573183
Q109927871,Monsieur Aly Saleh DIOP,Aly Saleh Diop,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927872,Ministre de l’Elevage et des Productions animales,Q109927871-C3250CB4-BD3F-4C79-BB8B-23B5028CB597
Q109927885,Madame Néné Fatoumata TALL,Néné Fatoumata Tall,female,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927886,Ministre de la Jeunesse,Q109927885-4FC3AE7E-0EDC-49E4-ABB2-83C3D87EE954
Q109927914,Monsieur Dame DIOP,Dame Diop,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109927916,"Ministre de l’Emploi, de la Formation professionnelle, de l’Apprentissage et de l'Insertion",Q109927914-8DA827E4-0EE2-4C1A-87FB-86555010B375
Q109928006,Monsieur Papa Amadou NDIAYE,Papa Amadou Ndiaye,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109928007,Ministre de l'Artisanat et de la Transformation du Secteur informel,Q109928006-EFDC477E-9A04-423F-ACBD-16B41C2A602B
Q109928014,Monsieur Yankhoba DIATARA,Yankhoba Diattara,male,,,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q109928015,Ministre de l’Economie numérique et des Télécommunications,Q109928014-2BC8C096-E24B-41AB-B2C0-1FB2FEDF0062
Q15542603,Madame Aïssata TALL SALL,Aïssata Tall Sall,female,1957-12-12,11,https://sec.gouv.sn/institutions/le-gouvernement,2021-12-05,Q5468295,Ministre des Affaires étrangères et des Sénégalais de l'Extérieur,Q15542603-897A21F1-9A46-4798-AFCA-882C251F8750
